Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
GEN-2026-PR7,,Priority Process,03 CENTRAL,Brownell County,KS,MIDW,,12/1/2027,,,39.76,39.76,39.76,ER,0.00,0.00,0.00,Wind,,South Hays 230kV,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR6,,Priority Process,04 SOUTHEAST,Goltry,OK,OG&E,,12/1/2027,,,49.72,49.72,49.72,ER,0.00,0.00,0.00,Wind,,Woodring 345kV Substation,1/8/2026,,SPECIAL STUDY,,,
GEN-2026-PR5,,Priority Process,04 SOUTHEAST,Goultry,OK,OG&E,,12/31/2027,,,60.40,60.40,60.40,ER,0.00,0.00,0.00,Battery/Storage,,Woodring 345kV Substation,1/7/2026,,SPECIAL STUDY,,,
GEN-2026-PR4,,Priority Process,05 SOUTHWEST,Spearman,TX,SPS,,12/31/2027,,,131.56,131.56,131.56,ER,0.00,0.00,0.00,Battery/Storage,,Hitchland 345kV,12/19/2025,,SPECIAL STUDY,,,
GEN-2026-PR2,,Priority Process,04 SOUTHEAST,Dewey County,OK,OG&E,,12/1/2030,,,41.89,41.89,41.89,ER,0.00,0.00,0.00,Wind,,Tatonga 345 kV Substation,12/1/2025,,SPECIAL STUDY,,,
GEN-2026-PR18,,Priority Process,05 SOUTHWEST,Lea County,NM,SPS,,9/1/2026,,,30.00,30.00,30.00,ER,0.00,0.00,0.00,Thermal,,Hobbs 230kV & Hobbs 115kV,5/7/2026,,SPECIAL STUDY,,,
GEN-2026-PR17,,Priority Process,04 SOUTHEAST,Grady County,OK,OGE,,4/1/2025,,,40.50,40.50,40.50,ER,0.00,0.00,0.00,Battery/Storage,,Minco 345kV Substation,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR16,,Priority Process,05 SOUTHWEST,Carson County,TX,SPS,,5/1/2030,,,31.82,31.82,31.82,ER,0.00,0.00,0.00,Wind,,Martin 115kV,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR15,,Priority Process,04 SOUTHEAST,Custer County,OK,AEP,,12/1/2028,,,31.36,31.36,31.36,ER,0.00,0.00,0.00,Wind,,Clinton Junction-Weatherford Southeast 138kVClinton Junction-Weatherford Southeast 138kVClinton Junction-Weatherford Southeast 138kV,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR14,,Priority Process,04 SOUTHEAST,Pawnee County,OK,OGE,,12/1/2026,,,43.99,43.99,43.99,ER,0.00,0.00,0.00,Battery/Storage,,Sooner - Cleveland 345kV,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR13,,Priority Process,04 SOUTHEAST,Hinton County,OK,OGE,,12/1/2028,,,25.96,25.96,25.96,ER,0.00,0.00,0.00,Wind,,Minco 345kV Substation,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR12,,Priority Process,04 SOUTHEAST,Kay County,OK,OGE,,12/1/2028,,,11.96,11.96,11.96,ER,0.00,0.00,0.00,Wind,,NARDINS2 69kV,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR11,,Priority Process,05 SOUTHWEST,Cochran County,TX,SPS,,12/1/2028,,,30.00,30.00,30.00,ER,0.00,0.00,0.00,Wind,,Lost Draw 3 115kV substation,2/28/2026,,SPECIAL STUDY,,,
GEN-2026-PR1,,Priority Process,05 SOUTHWEST,Garfield County,TX,OG&E,,12/1/2030,,,52.63,52.63,52.63,ER,0.00,0.00,0.00,Wind,,Beaver County 345 kV Substation,12/1/2025,,SPECIAL STUDY,,,
GEN-2025-SR9,,Surplus,04 SOUTHEAST,Fort Gibson,OK,OG&E,,12/1/2029,,,400.00,400.00,400.00,ER,0.00,0.00,0.00,Thermal,,Muskogee 345 KV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR8,,Surplus,04 SOUTHEAST,Morrison,OK,OG&E,,11/1/2026,,,219.96,219.96,219.96,ER,0.00,0.00,0.00,Battery/Storage,,White Tail 345kV Substation,5/30/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2025-SR7,,Surplus,05 SOUTHWEST,Fort Gibson,OK,SPS,,12/31/2026,,,102.00,102.00,102.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Guymon South 115kV Station,5/30/2025,,IA PENDING,,,
GEN-2025-SR6,,Surplus,04 SOUTHEAST,Minco,OK,OG&E,,12/31/2026,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Minco 345kV Substation,6/4/2025,,FACILITY STUDY STAGE,,,
GEN-2025-SR5,,Surplus,02 NEBRASKA,Hallam,NE,NPPD,,11/20/2026,,,40.00,40.00,40.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Monolith 115 kV Substation,5/22/2025,,FACILITY STUDY STAGE,,,
GEN-2025-SR4,,Surplus,03 CENTRAL,Kinsley,KS,SUNC,,12/1/2028,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Great Bend-Spearville 230kV line,8/18/2025,,IA PENDING,,,
GEN-2025-SR32,,Surplus,05 SOUTHWEST,Roswell,NM,SPS,,12/31/2026,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Battery/Storage,,Chaves County 115 kV Substation,10/20/2025,,SPECIAL STUDY,,,
GEN-2025-SR31,,Surplus,02 NEBRASKA,Meadow Grove,NE,NPPD,,12/31/2026,,,170.00,170.00,170.00,ER,0.00,0.00,0.00,Battery/Storage,,Antelope(640520) - Hoskins(640226) 345kV,11/7/2025,,SPECIAL STUDY,,,
GEN-2025-SR30,,Surplus,04 SOUTHEAST,Oakwood,OK,OG&E,,12/5/2027,,,209.00,209.00,209.00,ER,0.00,0.00,0.00,Battery/Storage,,Tatonga 345 kV Substation,8/22/2025,,SPECIAL STUDY,,,
GEN-2025-SR3,,Surplus,03 CENTRAL,Minneola,KS,ITCGP,,3/31/2030,,,150.00,150.00,150.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Clark County 345kV Substation,8/18/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2025-SR29,,Surplus,05 SOUTHWEST,Hobbs,NM,SPS,,3/1/2027,,,74.99,74.99,74.99,ER,0.00,0.00,0.00,Battery/Storage,,T14 Circuit 115kV,8/18/2025,,IA PENDING,,,
GEN-2025-SR28,,Surplus,05 SOUTHWEST,Balko,OK,OG&E,,11/22/2027,,,263.13,263.13,263.13,ER,0.00,0.00,0.00,Battery/Storage,,Beaver County 345 kV Substation,8/18/2025,,SPECIAL STUDY,,,
GEN-2025-SR27,,Surplus,05 SOUTHWEST,Roswell,NM,SPS,,12/31/2026,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Battery/Storage,,Chaves County 115 kV Substation,7/1/2025,,SPECIAL STUDY,,,
GEN-2025-SR26,,Surplus,02 NEBRASKA,Plattsmouth,NE,OPPD,,11/30/2029,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Thermal,,Cass County 345kV Substation,6/12/2025,,FACILITY STUDY STAGE,,,
GEN-2025-SR25,,Surplus,04 SOUTHEAST,Sperry,OK,AEP,,5/31/2028,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Thermal,,Tulsa North 138kV Substation,6/12/2025,,IA PENDING,,,
GEN-2025-SR24,,Surplus,02 NEBRASKA,Blair,NE,OPPD,,11/30/2028,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Thermal,,Fort Calhoun 345kV Substation,6/12/2025,,FACILITY STUDY STAGE,,,
GEN-2025-SR23,,Surplus,04 SOUTHEAST,Oklahoma City,OK,OG&E,,11/30/2029,,,100.00,100.00,100.00,ER/NR,0.00,0.00,0.00,Thermal,,Mustang 138kV Substation,6/12/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2025-SR22,,Surplus,04 SOUTHEAST,Harrah,OK,OG&E,,11/30/2030,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Thermal,,Horseshoe Lake 138kV Substation,6/12/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2025-SR21,,Surplus,04 SOUTHEAST,Tulsa,OK,AEP,,5/31/2028,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Thermal,,Tulsa Power Station 138kV Substation,6/12/2025,,IA PENDING,,,
GEN-2025-SR20,,Surplus,02 NEBRASKA,Omaha,NE,OPPD,,5/31/2030,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Thermal,,SUBSTATION LOOP IN OPPD LINES S1211 TO S1220 AND S1211 TO S1299,6/12/2025,,IA PENDING,,,
GEN-2025-SR2,,Surplus,05 SOUTHWEST,Hansford County,TX,SPS,,1/31/2028,,,67.20,67.20,67.20,ER,0.00,0.00,0.00,Wind,,Hansford 115kV,5/5/2025,,IA PENDING,,,
GEN-2025-SR19,,Surplus,04 SOUTHEAST,Chouteau,OK,GRDA,,11/30/2029,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Thermal,,Maid 161kV substation,6/12/2025,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2025-SR18,,Surplus,03 CENTRAL,Indepedence,MO,INDN,,11/30/2029,,,50.00,50.00,50.00,ER,0.00,0.00,0.00,Thermal,,Blue Valley 161kV Substation,6/12/2025,,IA PENDING,,,
GEN-2025-SR17,,Surplus,04 SOUTHEAST,Duncan,OK,AEP,,12/31/2026,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Terry Road 345kV Station,6/6/2025,,IA PENDING,,,
GEN-2025-SR16,,Surplus,03 CENTRAL,Oxford,KS,WERE,,12/21/2026,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Battery/Storage,,Wild Plains 345 kV Substation,6/5/2025,,FACILITY STUDY STAGE,,,
GEN-2025-SR15,,Surplus,04 SOUTHEAST,Newcastle,OK,OG&E,,12/1/2029,,,125.00,125.00,125.00,ER,0.00,0.00,0.00,Thermal,,McClain Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR14,,Surplus,04 SOUTHEAST,Oklahoma City,OK,OG&E,,5/1/2030,,,183.00,183.00,183.00,ER,0.00,0.00,0.00,Battery/Storage,,Mustang 138 KV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR13,,Surplus,04 SOUTHEAST,Konawa,OK,OG&E,,12/1/2029,,,130.00,130.00,130.00,ER,0.00,0.00,0.00,Thermal,,Seminole 138 kV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR12,,Surplus,04 SOUTHEAST,Red Rock,OK,OG&E,,5/1/2030,,,116.00,116.00,116.00,ER,0.00,0.00,0.00,Battery/Storage,,Sooner 138 kV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR11,,Surplus,04 SOUTHEAST,Red Rock,OK,OG&E,,5/1/2030,,,112.00,112.00,112.00,ER,0.00,0.00,0.00,Battery/Storage,,Sooner 345 kV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR10,,Surplus,04 SOUTHEAST,Konawa,OK,OG&E,,4/30/2030,,,238.00,238.00,238.00,ER,0.00,0.00,0.00,Thermal,,Seminole 345 KV Substation,5/31/2025,,SPECIAL STUDY,,,
GEN-2025-SR1,,Surplus,03 CENTRAL,Clinton,MO,KCPL,,3/7/2027,,,400.00,400.00,400.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Stillwell - Clinton 161kV Line,4/4/2025,,IA PENDING,,,
GEN-2025-GR6,,Replacement,05 SOUTHWEST,Dimmit,TX,SPS,,,10/24/2025,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Castro County 115kV,11/7/2025,,SPECIAL STUDY,,,
GEN-2025-GR5,,Replacement,01 NORTH,Minot,ND,WAPA,,,6/1/2026,,7.70,7.70,7.70,ER/NR,0.00,0.00,0.00,Wind,,Nelson Tap,10/6/2025,,SPECIAL STUDY,,,
GEN-2025-GR4,,Replacement,01 NORTH,Plankinton,SD,WAPA,,,6/1/2026,,10.80,10.80,10.80,ER/NR,0.00,0.00,0.00,Wind,,Wessington Springs,10/6/2025,,SPECIAL STUDY,,,
GEN-2025-GR3,,Replacement,01 NORTH,Max,ND,WAPA,,,6/1/2026,,4.86,4.86,4.86,ER/NR,0.00,0.00,0.00,Wind,,SW Minot,10/6/2025,,SPECIAL STUDY,,,
GEN-2025-GR2,,Replacement,05 SOUTHWEST,Elida,NM,SPS,,11/30/2027,1/15/2027,,120.00,120.00,120.00,ER,0.00,0.00,0.00,Wind,,San Juan Mesa 230 kV Substation,6/30/2025,,FACILITY STUDY STAGE,,,
GEN-2025-GR1,,Replacement,04 SOUTHEAST,Medford,OK,OG&E,,12/15/2026,12/15/2026,3/11/2016,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,OG&E Renfrow 345kV Substation,12/17/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR9,,Surplus,05 SOUTHWEST,Beaver County,OK,OG&E,,12/31/2028,,,150.00,150.00,150.00,ER,0.00,0.00,0.00,Battery/Storage,,Beaver County Substation 345 kV,1/26/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR8,,Surplus,02 NEBRASKA,Greely County,NE,NPPD,,12/31/2026,,,70.00,70.00,70.00,ER,0.00,0.00,0.00,Battery/Storage,,Spalding to North Loup 115kV,4/3/2024,,IA PENDING,,,
GEN-2024-SR7,,Surplus,05 SOUTHWEST,Beaver County,OK,OG&E,,12/31/2028,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Solar,,Beaver County Substation 345 kV,1/26/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR6,,Surplus,04 SOUTHEAST,Johnston County,OK,OG&E,,12/31/2027,,,200.00,200.00,200.00,ER,0.00,0.00,0.00,Battery/Storage,,Interconnecting at Hugo - Sunnyside 345 kV transmission line,2/20/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR5,,Surplus,04 SOUTHEAST,Drumright,OK,OG&E,,6/1/2026,,,176.90,176.90,176.90,ER,0.00,0.00,0.00,Battery/Storage,,138 kV Greenwood Station,2/7/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR3,,Surplus,04 SOUTHEAST,Lincoln County,OK,OG&E,,5/1/2026,,,72.50,72.50,72.50,ER/NR,0.00,0.00,0.00,Battery/Storage,,138 kV TRYON 3 (Bus # 515675,2/1/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR2,,Surplus,04 SOUTHEAST,Franklin County,AR,OG&E,,3/1/2027,,,72.50,72.50,72.50,ER/NR,0.00,0.00,0.00,Battery/Storage,,161 kV BRANCH 5 (Bus # 515316),2/6/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR17,,Surplus,04 SOUTHEAST,Kay,OK,OG&E,,5/1/2027,,,50.00,50.00,50.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Tap Medford Tap – Coyote 138kV,12/26/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR16,,Surplus,04 SOUTHEAST,Oologah,OK,AEP,,12/31/2026,,,100.00,100.00,100.00,ER,0.00,0.00,0.00,Battery/Storage,,Northeastern 138kV,12/3/2024,,IA PENDING,,,
GEN-2024-SR15,,Surplus,05 SOUTHWEST,Yoakum,TX,SPS,,5/1/2026,,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Battery/Storage,,Mahoney 230kV Substation,10/24/2024,,IA PENDING,,,
GEN-2024-SR14,,Surplus,05 SOUTHWEST,Lea County,NM,Xcel/SPS,,4/1/2026,,,36.00,36.00,36.00,ER,0.00,0.00,0.00,Battery/Storage,,Cunningham 115kV,7/8/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR11,,Surplus,04 SOUTHEAST,Garfield,OK,OGE,,12/2/2025,,,200.00,200.00,200.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Woodring 345kV Substation,5/7/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-SR10,,Surplus,02 NEBRASKA,Lancaster,NE,NPPD,,12/31/2026,,,80.00,80.00,80.00,ER/NR,0.00,0.00,0.00,Battery/Storage,,Monolith 115kV,4/22/2024,,IA PENDING,,,
GEN-2024-GR6,,Replacement,04 SOUTHEAST,Newkirk,OK,OG&E,,8/1/2026,8/1/2026,,300.00,300.00,300.00,ER,0.00,0.00,0.00,Wind,,Open Sky 345kV Substation,7/25/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-GR5,,Replacement,04 SOUTHEAST,Chouteau,OK,GRDA,,10/1/2026,10/1/2026,,594.00,554.00,594.00,ER,0.00,0.00,0.00,Hybrid,Gas/Storage,GREC #2 Interconnect Substation – 345kV,8/2/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-GR4,,Replacement,03 CENTRAL,Riverton,KS,EDE,,5/8/2026,3/15/2026,,27.14,27.14,27.14,ER,0.00,0.00,0.00,Thermal,,Riverton 452,7/25/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-GR3,,Replacement,05 SOUTHWEST,Lea County,NM,Xcel/SPS,,4/1/2027,4/1/2027,,196.00,196.00,196.00,ER,0.00,0.00,0.00,Solar,,230kV Cunningham Substation,6/7/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-GR1,,Replacement,04 SOUTHEAST,Harrah,OK,OG&E,,12/31/2026,12/31/2026,,492.00,492.00,492.00,ER,0.00,0.00,0.00,Thermal,CTG,Horseshoe Lake 138kV,1/8/2024,,IA FULLY EXECUTED/ON SCHEDULE,,,
GEN-2024-379,,DISIS-2024-001,04 SOUTHEAST,Bossier Parish,LA,AEP,5/1/2030,12/15/2031,,,1350.00,1310.00,1350.00,ER/NR,1350.00,1350.00,1694.13,Thermal,Gas,Longwood - El Dorado 345 kV Line,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-377,,DISIS-2024-001,04 SOUTHEAST,Harrison,TX,AEP,1/5/2030,12/15/2031,,,1350.00,1310.00,1350.00,ER/NR,1350.00,1350.00,1694.13,Thermal,Gas,Pirkey 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-376,,DISIS-2024-001,04 SOUTHEAST,Sabine,TX,ETEC,8/15/2028,12/29/2028,,,142.18,142.18,142.18,ER/NR,142.18,142.18,145.00,Solar,Photovoltaic,Hemphill 138 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-374,,DISIS-2024-001,02 NEBRASKA,Scotts Bluff,NE,BEPC,3/31/2030,6/30/2030,,,225.00,225.00,225.00,ER/NR,225.00,225.00,229.00,Solar,Photovoltaic,Stegall 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-373,,DISIS-2024-001,04 SOUTHEAST,Choctaw,OK,WFEC,6/30/2029,8/1/2029,,,100.00,100.00,100.00,ER/NR,100.00,120.00,205.79,Hybrid,Solar/Storage,Unger - West Bank Tap 138 kV Line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-372,,DISIS-2024-001,02 NEBRASKA,Douglas,NE,OPPD,12/1/2027,3/1/2028,,,250.00,250.00,250.00,ER/NR,250.00,250.00,259.00,Battery/Storage,Battery,S1247 161 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-370,,DISIS-2024-001,03 CENTRAL,Clay,MO,WERE,12/1/2028,3/1/2028,,,250.00,250.00,250.00,ER/NR,250.00,250.00,259.00,Battery/Storage,Battery,Smithville 161 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-362,,DISIS-2024-001,04 SOUTHEAST,Grady,OK,AEP,2/28/2029,6/30/2029,,,120.00,120.00,120.00,ER/NR,120.00,140.00,290.89,Hybrid,Solar/Storage,Leonard 138 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-361,,DISIS-2024-001,04 SOUTHEAST,Lincoln,OK,OGE,2/28/2029,6/30/2029,,,80.00,80.00,80.00,ER/NR,80.00,80.00,168.62,Hybrid,Solar/Storage,Spring Valley - Warwick 138 kV line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-360,,DISIS-2024-001,04 SOUTHEAST,Konawa,OK,OGE,2/28/2029,6/30/2029,,,160.00,160.00,160.00,ER/NR,160.00,160.00,329.03,Hybrid,Solar/Storage,Seminole - Maud 138 kV Line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-352,,DISIS-2024-001,03 CENTRAL,Jackson,MO,WERE,7/30/2030,12/30/2030,,,199.00,199.00,199.00,ER/NR,199.00,199.00,206.45,Battery/Storage,Battery,Sibley 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-344,,DISIS-2024-001,04 SOUTHEAST,Lincoln,OK,OGE/AEP,8/1/2030,12/31/2030,,,200.00,200.00,200.00,ER,200.00,200.00,211.50,Wind,Wind,Riverside - Redbud Switch 345 kV Line ,3/1/2025,,DISIS STAGE,No,,
GEN-2024-343,,DISIS-2024-001,04 SOUTHEAST,Harrison,TX,AEP,12/1/2029,6/1/2030,,,235.00,235.00,235.00,ER/NR,235.00,235.00,510.00,Thermal,Gas,LeBrock 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-341,,DISIS-2024-001,04 SOUTHEAST,Pittsburgh,OK,AEP,11/11/2030,11/10/2031,,,1045.00,980.00,1045.00,ER/NR,1045.00,980.00,1077.80,Thermal,Gas,Pittsburgh 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-340,,DISIS-2024-001,04 SOUTHEAST,Creek,OK,AEP,12/1/2030,1/1/2032,,,1400.00,1400.00,1400.00,ER/NR,1400.00,1400.00,1440.00,Thermal,Gas,Riverside – Redbud 345 kV line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-339,,DISIS-2024-001,03 CENTRAL,Lavenworth ,KS,WERE,3/1/2029,6/30/2029,,,300.00,300.00,300.00,ER/NR,300.00,300.00,311.89,Battery/Storage,Battery,Stranger Creek 115 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-338,,DISIS-2024-001,04 SOUTHEAST,Johnston ,OK,AEP,3/31/2030,5/31/2030,,,350.00,350.00,350.00,ER/NR,350.00,350.00,413.60,Solar,Photovoltaic,Pittsburg - Johnston County 345 kV line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-336,,DISIS-2024-001,05 SOUTHWEST,Yoakum,TX,SPS,10/30/2028,4/30/2029,,,300.00,300.00,300.00,ER/NR,300.00,300.00,622.19,Hybrid,Solar/Storage,Ink Basin 230 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-334,,DISIS-2024-001,04 SOUTHEAST,Kay,OK,OGE,3/1/2029,6/1/2029,,,103.00,93.00,103.00,ER/NR,103.00,103.00,103.00,Thermal,Gas,Ranch Road 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-333,,DISIS-2024-001,04 SOUTHEAST,Oklahoma ,OK,OGE,2/1/2027,4/1/2027,,,100.00,100.00,100.00,ER/NR,100.00,100.00,101.85,Battery/Storage,Battery,Kelley Avenue 138 kV,3/1/2025,,DISIS STAGE,No,,
GEN-2024-330,,DISIS-2024-001,03 CENTRAL,Butler,KS,WERE,7/1/2027,1/1/2028,,,225.00,225.00,225.00,ER/NR,225.00,225.00,230.62,Battery/Storage,Battery,Midian 138 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-329,,DISIS-2024-001,01 NORTH,Williams,ND,MWEC,7/1/2027,1/1/2028,,,200.00,200.00,200.00,ER/NR,200.00,200.00,204.01,Battery/Storage,Battery,Pleasant Valley 115 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-327,,DISIS-2024-001,01 NORTH,Ward,ND,CPEC,7/1/2027,1/1/2028,,,200.00,200.00,200.00,ER/NR,200.00,200.00,206.48,Battery/Storage,Battery,Berthold 115 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-323,,DISIS-2024-001,04 SOUTHEAST,Choctaw,OK,ITCGP,1/2/2029,5/1/2029,,,356.80,356.80,356.80,ER,356.80,0.00,372.00,Thermal,Gas,ITC Hugo 7 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-321,,DISIS-2024-001,04 SOUTHEAST,Seminole,OK,OGE,3/22/2029,4/30/2030,,,493.00,393.00,493.00,ER/NR,493.00,493.00,507.00,Thermal,Gas,Seminole 345 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-320,,DISIS-2024-001,03 CENTRAL,Wyandotte,KS,WERE,5/31/2028,12/15/2028,,,199.00,199.00,199.00,ER/NR,199.00,199.00,209.55,Battery/Storage,Battery,Jaggard 115 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-319,,DISIS-2024-001,03 CENTRAL,Wyandotte,KS,KACY,5/31/2028,12/15/2028,,,199.00,199.00,199.00,ER/NR,199.00,199.00,209.53,Battery/Storage,Battery,Metro 5 161 kV Substation,3/1/2025,,DISIS STAGE,Yes,,
GEN-2024-318,,DISIS-2024-001,04 SOUTHEAST,Tulsa,OK,AEP,5/31/2028,12/15/2028,,,199.00,199.00,199.00,ER/NR,199.00,199.00,209.53,Battery/Storage,Battery,Tulsa North - American Airlines 138 kV Line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-317,,DISIS-2024-001,05 SOUTHWEST,Cottle,TX,SPS,5/1/2030,12/31/2030,,,250.00,250.00,250.00,ER/NR,150.00,250.00,253.35,Solar,Photovoltaic,Dragon 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-311,,DISIS-2024-001,05 SOUTHWEST,Chaves,NM,SPS,9/1/2030,12/31/2030,,,225.00,225.00,225.00,ER/NR,225.00,225.00,229.95,Solar,Photovoltaic,Eddy - Chaves 230 kV line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-310,,DISIS-2024-001,05 SOUTHWEST,Chaves,NM,SPS,9/1/2030,12/31/2030,,,75.00,75.00,75.00,ER,75.00,0.00,79.42,Battery/Storage,Battery,Eddy - Chaves 230 kV line,3/1/2025,,DISIS STAGE,No,,
GEN-2024-304,,DISIS-2024-001,05 SOUTHWEST,Roosevelt,NM,SPS,11/15/2029,12/31/2029,,,500.00,500.00,500.00,ER/NR,500.00,500.00,1018.91,Hybrid,Solar/Storage,Crossroads 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-303,,DISIS-2024-001,05 SOUTHWEST,Roosevelt,NM,SPS,11/15/2029,12/31/2029,,,500.00,500.00,500.00,ER/NR,500.00,500.00,1028.62,Hybrid,Solar/Storage,Crossroads 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-299,,DISIS-2024-001,04 SOUTHEAST,Oklahoma ,OK,OGE,8/1/2031,5/1/2032,,,744.00,744.00,744.00,ER,744.00,0.00,744.00,Thermal,Gas,AES 5 345 kV Substation,3/1/2025,,DISIS STAGE,No,,
GEN-2024-297,,DISIS-2024-001,04 SOUTHEAST,McIntosh,OK,OGE,3/31/2030,5/31/2030,,,167.00,167.00,167.00,ER/NR,167.00,167.00,170.81,Solar,Photovoltaic,Muskogee - Pittsburg 345 kV Line,3/1/2025,,DISIS STAGE,No,,
