Project ID,Cycle,Stage,Name,Commercial Name,Developer,State,County,Status,Project Type,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Fuel,Submitted Date,Requested In-Service Date,Actual In-Service Date,Commercial Operation Milestone,Backfeed Date,Test Energy Date,Last Updated,Withdrawn Date,Withdrawn Remarks,Phase 1 SIS Report,Phase 1 SIS Report Status,Phase 2 SIS Report,Phase 2 SIS Report Status,Phase 3 SIS Report,Phase 3 SIS Report Status,Final SIS Report,Final SIS Report Status,EPA/GIA/WMPA Report,EPA/GIA/WMPA Report Status,CSA/USCA Report,CSA/USCA Report Status,Transmission Type,Rights (MW),TSR ID,TSR Start Date,TSR End Date,LTF MW
AH1-040,TC2,PHASE 2,Mackeys - Creswell 115 kV,,"ACE Development Company, LLC",NC,Washington,Active,Generation Interconnection,Dominion,150.00,150.00,90.00,,Capacity,Solar,6/23/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-040/AH1-040_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-040/AH1-040_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-025,TC1,FINAL AGREEMENT,Ontario 69 kV,Missouri Avenue Battery Storage Project,"Calpine Mid-Atlantic Development, LLC",NJ,Atlantic,EP,Generation Interconnection,AEC,20.00,20.00,8.00,,Capacity,Storage,11/15/2019,4/30/2028,,4/30/2028,2/28/2029,3/15/2029,5/4/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-025/AF2-025_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF2-025/AF2-025_imp_PHASE_2.htm,Posted,,Not Required,,Not Required,https://www.pjm.com//pjmfiles/pub/planning/project-queues/gia/af2_025_gia.pdf,Posted,,Not Started,,,,,,
AF2-016,TC1,PHASE 1,Lewis 138 kV,,"Garden Reserve Energy, LLC",NJ,Atlantic,Withdrawn,Generation Interconnection,AEC,240.00,240.00,96.00,,Capacity,Storage,10/1/2019,5/31/2023,,,,,6/24/2024,6/21/2024,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-016/AF2-016_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-703,TC2,PHASE 2,Bergen 230kV,,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC",NJ,Bergen,Active,Generation Interconnection,PSEG,670.61,35.61,51.25,,Capacity,Natural Gas,4/8/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-703/AH1-703_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-703/AH1-703_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-265,TC2,Decision Point 1,Winslow - Monroe 69kV,Winslow Landfill Solar Farm,"Winslow LF Solar Farm, LLC",NJ,Camden,Withdrawn,Generation Interconnection,AEC,29.40,29.40,12.35,0.00,CAPACITY_RESOURCE,Solar,9/10/2021,3/1/2028,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-265/AH1-265_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-260,TC2,PHASE 2,New Freedom - Monroe 230 kV,,Haddy Energy Storage LLC,NJ,Camden,Active,Generation Interconnection,AEC,300.00,300.00,300.00,,Capacity,Storage,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-260/AH1-260_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-260/AH1-260_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF1-238,TC1,FINAL AGREEMENT,Sherman Ave - West Vineland 69 kV,South Orchard,"Garden Reserve Energy, LLC",NJ,Cumberland,EP,Generation Interconnection,AEC,50.00,50.00,20.00,,Capacity,Storage,9/28/2019,6/1/2028,,,,,1/7/2026,,Customer Milestone Not Met,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF1-238/AF1-238_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_2/AF1-238/AF1-238_imp_PHASE_2.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_3/AF1-238/AF1-238_imp_PHASE_3.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/FINAL/AF1-238/AF1-238_imp_FINAL.htm,Posted,,Not Started,,Not Started,,,,,,
AG2-297,TC2,PHASE 2,Cumberland 230 kV,,"Calpine Mid-Atlantic Development, LLC",NJ,Cumberland,Active,Generation Interconnection,AEC,19.00,19.00,11.40,,Capacity,Solar,3/23/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-297/AG2-297_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-297/AG2-297_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-627,TC2,Decision Point 1,Woodstown-High Street 69 kV,,"South Harrison Solar, LLC",NJ,Gloucester,Withdrawn,Generation Interconnection,AEC,40.00,40.00,24.00,0.00,CAPACITY_RESOURCE,Solar,3/31/2021,11/15/2028,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-627/AG2-627_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-450,TC2,Decision Point 1,Bridgeport 230 kV,,"Logan Energy Storage, L.L.C.",NJ,Gloucester,Withdrawn,Generation Interconnection,AEC,219.00,219.00,115.30,0.00,CAPACITY_RESOURCE,Storage,3/30/2021,1/1/2028,,,,,8/13/2025,12/3/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-450/AG2-450_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-274,TC2,Decision Point 1,Butler 69 kV,,"Vineland Newfield Solar Farm, LLC",NJ,Gloucester,Withdrawn,Generation Interconnection,AEC,16.70,16.70,7.00,0.00,CAPACITY_RESOURCE,Solar,9/9/2021,12/31/2026,,,,,,12/2/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-274/AH1-274_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-701,TC2,PHASE 2,Valero 69 kV,,Paulsboro Refining Company LLC,NJ,Gloucester,Active,Generation Interconnection,AEC,61.00,0.00,20.00,,Capacity,"Natural Gas,Oil,Hybrid",4/11/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-701/AH1-701_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-701/AH1-701_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-460,TC2,Decision Point 1,East Flemington-Lebanon 34.5 kV II,,Ftera Energy APD Flemington LLC,NJ,Hunterdon,Withdrawn,Generation Interconnection,JCPL,20.00,0.00,2.00,0.00,CAPACITY_RESOURCE,Storage,3/30/2021,1/30/2024,,,,,,11/19/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-460/AG2-460_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-459,TC2,Decision Point 1,Allenwood-Larrabee 34.5 kV II,Lakewood-Farmingdale Road Storage Facility,VESI 24 LLC,NJ,Monmouth,Withdrawn,Generation Interconnection,JCPL,7.00,0.00,0.70,0.00,CAPACITY_RESOURCE,Storage,3/30/2021,3/17/2023,,,,,,11/17/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-459/AG2-459_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-258,TC2,PHASE 2,Belford - Keansburg 34.5 kV,Port Belford Solar Farm,"Port Belford Solar Farm, LLC",NJ,Monmouth,Active,Generation Interconnection,JCPL,19.25,19.25,8.09,,Capacity,Solar,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-258/AH1-258_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-258/AH1-258_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-557,TC2,APPLICATION REVIEW,Larrabee Collector Station 230 kV ,Larrabee 230 kV IV,"Atlantic Shores Offshore Wind Project 2, LLC",NJ,Monmouth,Withdrawn,Generation Interconnection,JCPL,1300.00,1300.00,228.80,,Capacity,Offshore Wind,9/10/2021,10/31/2029,,,,,2/14/2025,2/14/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-531,TC2,APPLICATION REVIEW,Greystone - West Denville 34.5 kV,,West Denville LLC,NJ,Morris,Withdrawn,Generation Interconnection,JCPL,20.00,20.00,0.00,,Energy,Storage,3/31/2021,7/31/2022,,,,,1/31/2025,1/31/2025,Customer Milestone Not Met,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-016,TC2,PHASE 2,Oyster Creek-Whitings 34.5 kV,,Lacey Holding / Ocean View Acres,NJ,Ocean,Active,Generation Interconnection,JCPL,19.80,19.80,8.32,,Capacity,Solar,10/20/2020,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-016/AG2-016_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-016/AG2-016_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AF2-021,TC1,PHASE 1,Cedar 69 kV,,"Calpine Mid-Atlantic Development, LLC",NJ,Ocean,Withdrawn,Generation Interconnection,AEC,20.00,20.00,8.00,,Capacity,Storage,11/15/2019,6/1/2021,,,,,7/2/2024,5/31/2024,Customer Initiated Withdrawal,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC1/PHASE_1/AF2-021/AF2-021_imp_PHASE_1.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-334,TC2,PHASE 2,Lakehurst - Whitings 34.5 kV,Heritage Solar Farm,"Heritage Solar Farm, LLC",NJ,Ocean,Active,Generation Interconnection,JCPL,19.25,19.25,8.09,,Capacity,Solar,9/10/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-334/AH1-334_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-334/AH1-334_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-054,TC2,PHASE 2,Upton-Whitings 34.5 kV,,"Pasadena Pemberton Solar Farm, LLC",NJ,Ocean,Active,Generation Interconnection,JCPL,8.25,8.25,3.46,,Capacity,Solar,7/9/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-054/AH1-054_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-054/AH1-054_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-641,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138kV,,"Goldenrod Energy Center, LLC",NJ,Salem,Active,Generation Interconnection,AEC,65.00,15.00,7.00,,Capacity,Solar,9/14/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-641/AH1-641_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-641/AH1-641_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-710,TC2,PHASE 2,Salem 500kV,,PSEG Nuclear LLC,NJ,Salem,Active,Generation Interconnection,PSEG,2650.80,256.80,228.20,,Capacity,Nuclear,4/9/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-710/AH1-710_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-710/AH1-710_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-035,TC2,APPLICATION REVIEW,Salem - Woodstown 69 kV,,"ACE Development Company, LLC",NJ,Salem,Withdrawn,Generation Interconnection,AEC,71.00,33.00,22.00,,Capacity,"Solar,Storage,Hybrid",11/11/2020,12/31/2021,,,,,2/11/2025,2/11/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-616,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138 kV,,"Goldenrod Energy Center, LLC",NJ,Salem,Active,Generation Interconnection,AEC,50.00,50.00,32.35,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-616/AG2-616_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-616/AG2-616_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-451,TC2,Decision Point 1,Chambers 230 kV,,"Carneys Point Energy Storage, L.L.C.",NJ,Salem,Withdrawn,Generation Interconnection,AEC,240.00,240.00,123.00,0.00,CAPACITY_RESOURCE,Storage,3/30/2021,1/1/2028,,,,,7/30/2025,12/3/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-451/AG2-451_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-458,TC2,Decision Point 1,Kittatinny-Newton 34.5 kV II,,VESI 25 LLC,NJ,Sussex,Withdrawn,Generation Interconnection,JCPL,19.80,0.00,1.89,0.00,CAPACITY_RESOURCE,Storage,3/30/2021,6/17/2023,,,,,,11/19/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-458/AG2-458_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-722,TC2,PHASE 2,Linden 230kV,,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC",NJ,Union,Active,Generation Interconnection,PSEG,806.40,130.40,158.10,,Capacity,Natural Gas,4/8/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-722/AH1-722_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-722/AH1-722_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-715,TC2,PHASE 2,Linden 138kV & 230kV,,"Parkway Generation Operating LLC,Parkway Generation Operating, LLC",NJ,Union,Active,Generation Interconnection,PSEG,803.17,127.17,149.37,,Capacity,Natural Gas,4/8/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-715/AH1-715_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-715/AH1-715_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-257,TC2,PHASE 2,Broadway - Washington 34.5 kV,Kober Solar Farm,CEP NJ Kober Land LLC,NJ,Warren,Active,Generation Interconnection,JCPL,19.25,19.25,8.09,,Capacity,Solar,9/9/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-257/AH1-257_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-257/AH1-257_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-290,TC2,PHASE 1,BASF - Washburn Solar 34.5 kV,Changewater Solar Farm,Changewater Solar Farm LLC,NJ,Warren,Withdrawn,Generation Interconnection,JCPL,19.25,19.25,8.09,,Capacity,Solar,9/9/2021,9/9/2022,,,,,10/31/2025,7/7/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-625,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV II,,Chamberlain West Solar Farm LLC,NJ,Warren,Active,Generation Interconnection,JCPL,19.60,19.60,8.23,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-625/AG2-625_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-625/AG2-625_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-626,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV III,,Chamberlain East Solar Farm LLC,NJ,Warren,Active,Generation Interconnection,JCPL,12.50,12.50,5.25,,Capacity,Solar,3/31/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-626/AG2-626_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-626/AG2-626_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-599,TC2,APPLICATION REVIEW,Furnace Brook-Warren 34.5 kV,,"Oxford Textile Solar Farm, LLC",NJ,Warren,Withdrawn,Generation Interconnection,JCPL,19.60,19.60,8.23,,Capacity,Solar,3/31/2021,4/30/2021,,,,,2/18/2025,2/18/2025,Customer Milestone Not Met,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-600,TC2,PHASE 1,American Can-BASF 34.5 kV,,"East Asbury Anderson Solar Farm, LLC",NJ,Warren,Withdrawn,Generation Interconnection,JCPL,19.60,19.60,8.23,,Capacity,Solar,3/31/2021,4/30/2021,,,,,10/31/2025,7/7/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-532,TC2,Decision Point 1,Pohatcong-Newburgh Tap 34.5 kV,,V20 Mansfield LLC,NJ,Warren,Withdrawn,Generation Interconnection,JCPL,20.00,20.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/31/2021,12/31/2026,,,,,11/27/2025,12/4/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-532/AG2-532_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-533,TC2,Decision Point 1,Newburgh-Pohatcong 34.5 kV,,AF1327 LLC,NJ,Warren,Withdrawn,Generation Interconnection,JCPL,20.00,20.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/31/2021,12/31/2026,,,,,11/27/2025,12/4/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-533/AG2-533_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-534,TC2,Decision Point 1,Flanders-Pohatcong Mountain R722 34.5 kV,,Mansfield 3 LLC,NJ,Warren,Withdrawn,Generation Interconnection,JCPL,20.00,20.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/31/2021,12/31/2026,,,,,11/28/2025,12/4/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-534/AG2-534_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-535,TC2,Decision Point 1,Hackettstown-Pohatcong J738-1 34.5 kV II,,Mansfield 3 LLC,NJ,Warren,Withdrawn,Generation Interconnection,JCPL,40.00,20.00,0.00,0.00,CAPACITY_RESOURCE,Storage,3/31/2021,12/31/2026,,,,,11/28/2025,12/4/2025,CMN,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-535/AG2-535_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-228,TC2,PHASE 1,Washington-Furnace Brook Tap 34.5kV,,"Reeder Farm Solar Farm, LLC",NJ,Warren,Withdrawn,Generation Interconnection,JCPL,11.20,11.20,4.70,,Capacity,Solar,3/12/2021,3/31/2022,,,,,10/31/2025,6/26/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-189,TC2,PHASE 1,Washington-Furnace Brook Tap 34.5 kV,,"Harmony Sand Solar Farm, LLC",NJ,Warren,Withdrawn,Generation Interconnection,JCPL,19.80,19.80,8.32,,Capacity,Solar,2/27/2021,2/23/2022,,,,,10/31/2025,6/26/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-758,TC2,RRI APPLICATION REVIEW,,,"Cardinal Energy Storage East, LLC",OH,Adams,Withdrawn,Generation Interconnection,AEP,500.00,500.00,500.00,,Capacity,Storage,,6/11/2029,,,,,5/5/2025,5/2/2025,Queue Not Required,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-069,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,,JR ME LLC,OH,Ashland,Withdrawn,Generation Interconnection,ATSI,17.00,17.00,10.20,0.00,CAPACITY_RESOURCE,Solar,7/28/2021,11/11/2027,,,,,,12/1/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-069/AH1-069_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-070,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,,JR ME LLC,OH,Ashland,Withdrawn,Generation Interconnection,ATSI,34.00,17.00,10.20,0.00,CAPACITY_RESOURCE,Solar,7/28/2021,11/11/2027,,,,,,12/1/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-070/AH1-070_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AH1-530,TC2,APPLICATION REVIEW,Fairfield – Reily 69 kV ,,"Riverlake Energy, LLC",OH,Butler,Withdrawn,Generation Interconnection,DEOK,28.00,28.00,16.80,,Capacity,Solar,9/10/2021,3/1/2025,,,,,2/4/2025,2/4/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-282,TC2,APPLICATION REVIEW,Kuranga Power Generator,,The Associates Incubator,OH,Butler,Withdrawn,Generation Interconnection,DEOK,10.00,10.00,3.10,,Capacity,"Solar,Wind,Hybrid",3/22/2021,2/10/2022,,,,,2/12/2025,2/12/2025,Customer Initiated Withdrawal,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-680,TC2,PHASE 2,Sammis - South Canton 345 kV,,Chestnut Run Energy LLC,OH,Carroll,Active,Generation Interconnection,ATSI,1300.00,1300.00,1300.00,,Capacity,Natural Gas,4/3/2025,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AH1-680/AH1-680_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AH1-680/AH1-680_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AH1-526,TC2,PHASE 1,Knox - Washington CEC 138 kV,Echelon Solar,Echelon Solar LLC,OH,Carroll,Withdrawn,Generation Interconnection,ATSI,80.00,80.00,42.00,,Capacity,"Solar,Storage,Hybrid",9/11/2021,10/31/2025,,,,,10/31/2025,6/5/2025,Customer Initiated Withdrawal,,Not Specified,,Not Started,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-216,TC2,PHASE 2,East Sidney-Quincy 138 kV,,"Clearview Solar I, LLC",OH,Champaign,Active,Generation Interconnection,Dayton,144.00,0.00,25.92,,Capacity,Solar,3/9/2021,,,,,,5/14/2026,,,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-216/AG2-216_imp_PHASE_1.htm,Posted,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_2/AG2-216/AG2-216_imp_PHASE_2.htm,Posted,,Not Started,,Not Started,,Not Started,,Not Started,,,,,,
AG2-063,TC2,Decision Point 1,North Hampton 69 kV,,"TerraForm Twin Creeks Solar, LLC",OH,Clark,Withdrawn,Generation Interconnection,ATSI,54.00,54.00,34.50,0.00,CAPACITY_RESOURCE,Solar,12/16/2020,12/15/2028,,,,,10/29/2025,11/14/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-063/AG2-063_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-385,TC2,Decision Point 1,North Hampton 69 kV,,"TerraForm Twin Creeks Solar, LLC",OH,Clark,Withdrawn,Generation Interconnection,ATSI,128.00,54.00,36.50,0.00,CAPACITY_RESOURCE,Solar,3/29/2021,12/15/2028,,,,,10/29/2025,11/14/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-385/AG2-385_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
AG2-378,TC2,Decision Point 1,North Hampton - Medway 69 kV,,"TerraForm Twin Creeks Solar, LLC",OH,Clark,Withdrawn,Generation Interconnection,ATSI,74.00,20.00,13.50,0.00,CAPACITY_RESOURCE,Solar,3/29/2021,12/15/2028,,,,,10/29/2025,11/14/2025,CIW,https://www.pjm.com//pjmfiles/pub/planning/project-queues/TC2/PHASE_1/AG2-378/AG2-378_imp_PHASE_1.htm,Posted,,Not Required,,Not Required,,Not Required,,Not Started,,Not Started,,,,,,
