Project ID,ISO,Queue Date,Status,Withdrawn Date,Proposed Date,Study Cycle,Study Phase,POI Name,Transmission Owner,MW Capacity,Fuel Type
AH1-305,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds 345 kV,AEP,35.72,Solar
AH1-302,PJM,2021-09-10,Active,,,TC2,PHASE 2,Olive - Reynolds 345 kV,AEP,75.00,Storage
AH1-709,PJM,,Withdrawn,2025-05-02,2028-05-31,TC2,RRI APPLICATION REVIEW,Olive-Reynolds #2 345 kV,AEP,80.00,Storage
AG2-637,PJM,2021-03-31,Active,,,TC2,PHASE 2,Randolph - Hodgin 138 kV,AEP,90.00,Solar
AH1-432,PJM,2021-09-10,Withdrawn,2025-07-03,2025-04-01,TC2,PHASE 1,Randolph - Hodgin 138 kV,AEP,60.00,Storage
AH1-337,PJM,2021-09-10,Withdrawn,2025-11-13,2028-12-15,TC2,Decision Point 1,Randolph - Hodgin 138 kV,AEP,39.00,Solar
AG2-401,PJM,2021-03-30,Active,,,TC2,PHASE 2,Losantville 345 kV,AEP,44.00,Solar
AG2-550,PJM,2021-03-31,Active,,,TC2,PHASE 2,Bluff Point - Randolph 138 kV,AEP,60.00,Solar
AG2-551,PJM,2021-03-31,Active,,,TC2,PHASE 2,Bluff Point - Randolph 138 kV,AEP,20.00,Storage
AG2-449,PJM,2021-03-30,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,15.00,Solar
AG2-162,PJM,2021-02-25,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Jefferson-Greentown 765 kV,AEP,15.00,Solar
AG1-297,PJM,2020-09-29,Withdrawn,2025-11-03,2023-12-31,TC1,PHASE 3,Hanna-Tanners Creek 345 kV,AEP,75.00,Storage
AE2-130,PJM,2019-02-28,Withdrawn,2024-06-21,2022-12-01,TC1,PHASE 1,Rockport 765 kV,AEP,480.00,Hybrid
AG2-072,PJM,2021-01-06,Active,,,TC2,PHASE 2,Rockport 765 kV,AEP,700.00,Thermal
AG2-230,PJM,2021-03-12,Active,,,TC2,PHASE 2,Dumont 345 kV,AEP,90.00,Solar
AH1-391,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-15,TC2,Decision Point 1,Olive 138 kV,AEP,67.00,Solar
AH1-392,PJM,2021-09-10,Active,,,TC2,PHASE 2,Gravel Pit-Kankakee 138 kV,AEP,60.00,Solar
AH1-152,PJM,2021-08-27,Withdrawn,2025-07-04,2025-12-31,TC2,PHASE 1,Dumont 345 kV,AEP,30.00,Storage
AH1-153,PJM,2021-08-27,Active,,,TC2,PHASE 2,Dumont 345 kV,AEP,30.00,Solar
AH1-154,PJM,2021-08-27,Withdrawn,2025-07-04,2025-12-31,TC2,PHASE 1,Dumont 345 kV,AEP,30.00,Storage
AG2-245,PJM,2021-03-16,Active,,,TC2,PHASE 2,Olive - Reynolds #1 345 kV,AEP,126.00,Solar
AG1-522,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar
AG1-523,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar
AG1-524,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar
AG1-525,PJM,2020-09-30,Withdrawn,2025-01-22,2023-06-01,TC1,PHASE 2,Sullivan-Rockport 765 kV,AEP,180.00,Solar
AF1-088,PJM,2019-08-30,Withdrawn,2025-11-03,2025-12-31,TC1,PHASE 3,Sullivan 345 kV,AEP,1000.00,Unknown
AF2-008,PJM,2019-10-03,Withdrawn,2025-11-03,2025-12-31,TC1,PHASE 3,Sullivan 345 kV,AEP,500.00,Unknown
AH1-292,PJM,2021-09-10,Active,,,TC2,PHASE 2,Sullivan 345 kV,AEP,44.00,Solar
AG2-690,PJM,2021-03-31,Withdrawn,2025-01-29,2024-06-01,TC2,APPLICATION REVIEW,Sullivan - Rockport 765 kV,AEP,120.00,Storage
AH1-084,PJM,2021-07-30,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Sullivan 345 kV,AEP,500.00,Unknown
AH1-745,PJM,,Withdrawn,2025-05-02,2031-05-30,TC2,RRI APPLICATION REVIEW,Eugene-Sullivan 345 kV,AEP,707.00,Thermal
AH1-740,PJM,,Withdrawn,2025-05-02,2031-05-30,TC2,RRI APPLICATION REVIEW,Sullivan-Dequine 345 kV,AEP,707.00,Thermal
AF1-204,PJM,2019-09-25,Done,,2029-03-31,TC1,FINAL AGREEMENT,Eugene 345 kV,AEP,63.75,Wind
AG2-126,PJM,2021-01-29,Active,,,TC2,PHASE 2,Eugene 345 kV,AEP,90.00,Hybrid
AG1-471,PJM,2020-09-30,Done,,2029-01-15,TC1,FINAL AGREEMENT,Up Church-Wayne County 69 kV,EKPC,32.40,Solar
AG2-116,PJM,2021-01-29,Withdrawn,2025-07-03,2023-10-31,TC2,PHASE 1,Olive-Reynolds 345 #1 345 kV,AEP,60.00,Hybrid
AG2-014,PJM,2020-10-19,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,20.00,Storage
AG2-491,PJM,2021-03-31,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,60.00,Solar
AG2-492,PJM,2021-03-31,Active,,,TC2,PHASE 2,Meadow Lake 345 kV,AEP,20.00,Storage
AH1-298,PJM,2021-09-14,Withdrawn,2025-12-03,2030-12-31,TC2,Decision Point 1,Meridian 345 kV,AEP,75.00,Storage
AH1-239,PJM,2021-09-09,Active,,,TC2,PHASE 2,Upchurch - Zula 69 kV,EKPC,48.00,Solar
AH1-428,PJM,2021-09-10,Withdrawn,2025-07-03,2026-09-01,TC2,PHASE 1,Tommy Gooch - Garrard County 69 kV,EKPC,40.00,Storage
AH1-466,PJM,2021-09-10,Withdrawn,2025-02-25,2024-12-31,TC2,APPLICATION REVIEW,Baker - Broadford 765 kV,AEP,360.00,Solar
AH1-467,PJM,2021-09-10,Withdrawn,2025-02-25,2024-12-31,TC2,APPLICATION REVIEW,Baker - Broadford 765 kV,AEP,120.00,Storage
AG2-159,PJM,2021-02-25,Withdrawn,2025-12-03,2027-11-19,TC2,Decision Point 1,Williamstown 69 kV,EKPC,57.60,Hybrid
AG2-615,PJM,2021-03-31,Withdrawn,2025-12-02,2028-12-31,TC2,Decision Point 1,Carlos Junction-Garrett 138 kV,APS,62.60,Solar
AG2-617,PJM,2021-03-31,Active,,,TC2,PHASE 2,Waugh Chapel 115 kV,BGE,33.00,Solar
AH1-261,PJM,2021-09-10,Active,,,TC2,PHASE 2,Northeast - Riverside 230 kV,BGE,135.00,Storage
AH1-736,PJM,,Withdrawn,2025-05-02,2028-08-01,TC2,RRI APPLICATION REVIEW,,BGE,300.00,Storage
AG2-618,PJM,2021-03-31,Active,,,TC2,PHASE 2,Morgantown Unit 1 and 2,PEPCO,71.50,Solar
AG2-092,PJM,2021-01-26,Withdrawn,2025-07-07,2021-12-31,TC2,PHASE 1,Todd 69 kV,DPL,11.00,Solar
AG1-450,PJM,2020-09-30,Withdrawn,2025-11-03,2022-12-31,TC1,PHASE 3,Airey-Vienna 69 kV II,DPL,25.00,Storage
AF2-358,PJM,2020-03-31,Withdrawn,2025-11-03,2023-12-15,TC1,PHASE 3,Airey-Vienna 69 kV,DPL,60.00,Solar
AH1-739,PJM,,Withdrawn,2025-05-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,DPL,20.00,Storage
AH1-283,PJM,2021-09-09,Active,,,TC2,PHASE 2,Mount Storm-Pruntytown 500kV,APS,120.00,Solar
AG2-505,PJM,2021-03-31,Withdrawn,2025-12-01,2026-06-15,TC2,Decision Point 1,Westvaco - Mt Zion 138 kV,APS,14.00,Hydro
AG2-587,PJM,2021-03-31,Withdrawn,2025-07-07,2024-06-01,TC2,PHASE 1,Graceton 230 kV,BGE,20.00,Hybrid
AH1-725,PJM,2025-04-09,Active,,,TC2,PHASE 2,Conastone 500 kV,BGE,500.00,Storage
AH1-759,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,APS,600.00,Storage
AG1-483,PJM,2020-10-01,Done,,2030-02-01,TC1,FINAL AGREEMENT,Dickerson 230 kV,PEPCO,500.00,Storage
AH1-738,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,Burches Hill - Chalk Point 500 kV,PEPCO,200.00,Storage
AH1-744,PJM,2025-04-11,Active,,2027-11-22,TC2,PHASE 2,Cheltenham 500 kV,PEPCO,48.28,Thermal
AH1-552,PJM,2021-09-10,Active,,,TC2,PHASE 2,Chalk Point 230 kV,PEPCO,670.20,Hybrid
AH1-536,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,Church-Oil City 138kV,DPL,8.50,Hybrid
AG2-380,PJM,2021-03-29,Active,,,TC2,PHASE 2,Carville 138 kV IV,DPL,20.00,Storage
AG2-281,PJM,2021-03-22,Withdrawn,2025-11-24,2027-11-01,TC2,Decision Point 1,Church 138 kV,DPL,50.00,Storage
AH1-356,PJM,2021-09-10,Withdrawn,2025-03-14,2023-09-30,TC2,PHASE 1,Kings Creek 138kV ,DPL,30.00,Storage
AG2-379,PJM,2021-03-29,Withdrawn,2025-07-07,2023-09-15,TC2,PHASE 1,Easton - Steele 138 kV III,DPL,20.00,Storage
AG2-279,PJM,2021-03-22,Withdrawn,2025-11-24,2028-12-01,TC2,Decision Point 1,Hagerstown-Conservit 34.5 kV,APS,12.90,Solar
AH1-380,PJM,2021-09-10,Withdrawn,2025-12-01,2027-12-31,TC2,Decision Point 1,Mt Olive - Kenny 69kV,DPL,12.00,Solar
AH1-309,PJM,2021-09-11,Withdrawn,2025-12-03,2028-12-31,TC2,Decision Point 1,Kenzie Creek-Colby 138 kV,AEP,27.00,Solar
AF2-396,PJM,2020-03-31,Done,,2029-06-01,TC1,FINAL AGREEMENT,Stinger 138 kV,AEP,200.00,Hybrid
AF1-176,PJM,2019-09-25,Done,,2029-12-31,TC1,FINAL AGREEMENT,Corey 138 kV,AEP,155.68,Hybrid
AF1-161,PJM,2019-09-20,Done,,2029-04-30,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,25.00,Storage
AE2-325,PJM,2019-03-30,Withdrawn,2026-01-15,2022-12-01,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,31.32,Storage
AG1-109,PJM,2020-08-31,Done,,2029-04-30,TC1,FINAL AGREEMENT,Valley 138 kV,AEP,25.00,Storage
AG2-130,PJM,2021-02-02,Withdrawn,2025-03-30,2026-12-31,TC2,APPLICATION REVIEW,Colby Tap-Valley 138 kV,AEP,37.20,Hybrid
AG2-131,PJM,2021-02-01,Withdrawn,2025-03-31,2026-12-31,TC2,APPLICATION REVIEW,Almena-Valley 69 kV,AEP,20.00,Solar
AG2-132,PJM,2021-02-01,Withdrawn,2025-03-30,2026-12-31,TC2,APPLICATION REVIEW,Hartford-South Haven 69 kV,AEP,7.50,Solar
AH1-272,PJM,2021-09-10,Active,,,TC2,PHASE 2,Argenta - Twin Branch 345 kV,AEP,123.90,Solar
AH1-271,PJM,2021-09-09,Active,,,TC2,PHASE 2,Cashie 230 kV,Dominion,24.00,Solar
AG2-382,PJM,2021-03-29,Active,,,TC2,PHASE 2,Cashie 230 kV,Dominion,42.00,Solar
AG1-437,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,60.00,Solar
AG1-438,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,60.00,Solar
AG1-442,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,35.00,Storage
AG1-443,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Cashie-Earleys 230 kV,Dominion,35.00,Storage
AF2-081,PJM,2020-01-31,Done,,2031-03-31,TC1,FINAL AGREEMENT,Moyock 230 kV,Dominion,56.00,Solar
AH1-033,PJM,2021-06-14,Active,,,TC2,PHASE 2,Sligo 34.5 kV,Dominion,13.00,Solar
AH1-728,PJM,,Withdrawn,2025-05-02,2027-11-29,TC2,RRI APPLICATION REVIEW,,Dominion,185.00,Storage
AF2-324,PJM,2020-03-30,Withdrawn,2025-01-22,2022-11-30,TC1,PHASE 2,Edgecombe 230 kV,Dominion,45.00,Solar
AG1-444,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Chinquapin 230 kV,Dominion,80.00,Storage
AG1-439,PJM,2020-09-30,Withdrawn,2025-01-22,2023-12-31,TC1,PHASE 2,Chinquapin 230 kV,Dominion,150.00,Solar
AG1-008,PJM,2020-05-01,Withdrawn,2025-11-03,2024-12-15,TC1,PHASE 3,Tunis-Mapleton 115 kV,Dominion,83.70,Solar
AG1-082,PJM,2020-07-31,Withdrawn,2025-11-03,2021-12-31,TC1,PHASE 3,Ahoskie 34.5 kV,Dominion,12.00,Hybrid
AG1-083,PJM,2020-07-31,Withdrawn,2025-01-22,2021-12-31,TC1,PHASE 2,Ahoskie 34.5 kV,Dominion,12.00,Hybrid
AF2-046,PJM,2019-12-19,Withdrawn,2025-11-03,2022-06-01,TC1,PHASE 3,Tunis-Mapleton 115 kV,Dominion,83.70,Solar
AG2-120,PJM,2021-01-29,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Everetts 34.5 kV,Dominion,14.00,Solar
AG1-551,PJM,2020-09-30,Withdrawn,2025-11-03,2023-10-15,TC1,PHASE 3,Parmele 34.5 kV,Dominion,13.10,Solar
AG1-552,PJM,2020-09-30,Withdrawn,2025-11-03,2023-10-15,TC1,PHASE 3,Carolina 34.5 kV,Dominion,12.20,Solar
AG1-106,PJM,2020-08-28,Withdrawn,2026-01-13,2024-06-01,TC1,PHASE 2,Thelma 230 kV,Dominion,16.00,Solar
AH1-434,PJM,2021-09-10,Withdrawn,2025-07-03,2026-09-01,TC2,PHASE 1,Carolina- Earleys 115kV,Dominion,45.00,Solar
AF1-152,PJM,2019-09-19,Withdrawn,2025-01-22,2023-10-02,TC1,PHASE 1,Swamp 230 kV,Dominion,30.00,Solar
AE2-147,PJM,2019-03-13,Withdrawn,2025-01-22,2022-12-01,TC1,PHASE 1,Swamp 230 kV,Dominion,90.00,Solar
AF2-080,PJM,2020-01-31,Withdrawn,2026-01-15,2022-06-30,TC1,FINAL AGREEMENT,Chinquapin-Everetts 230 kV,Dominion,48.50,Solar
AG2-522,PJM,2021-03-31,Active,,,TC2,PHASE 2,Five Forks DP - Littleton DP 115 kV,Dominion,48.00,Solar
AF2-047,PJM,2019-12-19,Withdrawn,2024-06-24,2022-06-01,TC1,PHASE 1,Creswell-Riders Creek 115 kV,Dominion,99.80,Solar
AH1-035,PJM,2021-06-14,Withdrawn,2025-12-02,2029-12-31,TC2,Decision Point 1,Plymouth 34.5 kV,Dominion,13.50,Solar
AH1-040,PJM,2021-06-23,Active,,,TC2,PHASE 2,Mackeys - Creswell 115 kV,Dominion,90.00,Solar
AF2-025,PJM,2019-11-15,Done,,2028-04-30,TC1,FINAL AGREEMENT,Ontario 69 kV,AEC,8.00,Storage
AF2-016,PJM,2019-10-01,Withdrawn,2024-06-21,2023-05-31,TC1,PHASE 1,Lewis 138 kV,AEC,96.00,Storage
AH1-703,PJM,2025-04-08,Active,,,TC2,PHASE 2,Bergen 230kV,PSEG,51.25,Thermal
AH1-265,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,Winslow - Monroe 69kV,AEC,12.35,Solar
AH1-260,PJM,2021-09-10,Active,,,TC2,PHASE 2,New Freedom - Monroe 230 kV,AEC,300.00,Storage
AF1-238,PJM,2019-09-28,Done,,2028-06-01,TC1,FINAL AGREEMENT,Sherman Ave - West Vineland 69 kV,AEC,20.00,Storage
AG2-297,PJM,2021-03-23,Active,,,TC2,PHASE 2,Cumberland 230 kV,AEC,11.40,Solar
AG2-627,PJM,2021-03-31,Withdrawn,2025-12-02,2028-11-15,TC2,Decision Point 1,Woodstown-High Street 69 kV,AEC,24.00,Solar
AG2-450,PJM,2021-03-30,Withdrawn,2025-12-03,2028-01-01,TC2,Decision Point 1,Bridgeport 230 kV,AEC,115.30,Storage
AH1-274,PJM,2021-09-09,Withdrawn,2025-12-02,2026-12-31,TC2,Decision Point 1,Butler 69 kV,AEC,7.00,Solar
AH1-701,PJM,2025-04-11,Active,,,TC2,PHASE 2,Valero 69 kV,AEC,20.00,Thermal
AH1-258,PJM,2021-09-10,Active,,,TC2,PHASE 2,Belford - Keansburg 34.5 kV,JCPL,8.09,Solar
AH1-557,PJM,2021-09-10,Withdrawn,2025-02-14,2029-10-31,TC2,APPLICATION REVIEW,Larrabee Collector Station 230 kV ,JCPL,228.80,Wind
AG2-016,PJM,2020-10-20,Active,,,TC2,PHASE 2,Oyster Creek-Whitings 34.5 kV,JCPL,8.32,Solar
AF2-021,PJM,2019-11-15,Withdrawn,2024-05-31,2021-06-01,TC1,PHASE 1,Cedar 69 kV,AEC,8.00,Storage
AH1-334,PJM,2021-09-10,Active,,,TC2,PHASE 2,Lakehurst - Whitings 34.5 kV,JCPL,8.09,Solar
AH1-641,PJM,2021-09-14,Active,,,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138kV,AEC,7.00,Solar
AH1-710,PJM,2025-04-09,Active,,,TC2,PHASE 2,Salem 500kV,PSEG,228.20,Nuclear
AG2-035,PJM,2020-11-11,Withdrawn,2025-02-11,2021-12-31,TC2,APPLICATION REVIEW,Salem - Woodstown 69 kV,AEC,22.00,Hybrid
AG2-616,PJM,2021-03-31,Active,,,TC2,PHASE 2,Churchtown - Upper Pittsgrove 138 kV,AEC,32.35,Solar
AG2-451,PJM,2021-03-30,Withdrawn,2025-12-03,2028-01-01,TC2,Decision Point 1,Chambers 230 kV,AEC,123.00,Storage
AH1-722,PJM,2025-04-08,Active,,,TC2,PHASE 2,Linden 230kV,PSEG,158.10,Thermal
AH1-715,PJM,2025-04-08,Active,,,TC2,PHASE 2,Linden 138kV & 230kV,PSEG,149.37,Thermal
AH1-257,PJM,2021-09-09,Active,,,TC2,PHASE 2,Broadway - Washington 34.5 kV,JCPL,8.09,Solar
AH1-290,PJM,2021-09-09,Withdrawn,2025-07-07,2022-09-09,TC2,PHASE 1,BASF - Washburn Solar 34.5 kV,JCPL,8.09,Solar
AG2-625,PJM,2021-03-31,Active,,,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV II,JCPL,8.23,Solar
AG2-626,PJM,2021-03-31,Active,,,TC2,PHASE 2,Pequest River-Furnace Brook Tap 34.5 kV III,JCPL,5.25,Solar
AG2-599,PJM,2021-03-31,Withdrawn,2025-02-18,2021-04-30,TC2,APPLICATION REVIEW,Furnace Brook-Warren 34.5 kV,JCPL,8.23,Solar
AG2-600,PJM,2021-03-31,Withdrawn,2025-07-07,2021-04-30,TC2,PHASE 1,American Can-BASF 34.5 kV,JCPL,8.23,Solar
AG2-189,PJM,2021-02-27,Withdrawn,2025-06-26,2022-02-23,TC2,PHASE 1,Washington-Furnace Brook Tap 34.5 kV,JCPL,8.32,Solar
AH1-758,PJM,,Withdrawn,2025-05-02,2029-06-11,TC2,RRI APPLICATION REVIEW,,AEP,500.00,Storage
AH1-069,PJM,2021-07-28,Withdrawn,2025-12-01,2027-11-11,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,ATSI,10.20,Solar
AH1-070,PJM,2021-07-28,Withdrawn,2025-12-01,2027-11-11,TC2,Decision Point 1,Jerome - Mohicanville 69 kV,ATSI,10.20,Solar
AH1-530,PJM,2021-09-10,Withdrawn,2025-02-04,2025-03-01,TC2,APPLICATION REVIEW,Fairfield – Reily 69 kV ,DEOK,16.80,Solar
AH1-680,PJM,2025-04-03,Active,,,TC2,PHASE 2,Sammis - South Canton 345 kV,ATSI,1300.00,Thermal
AH1-526,PJM,2021-09-11,Withdrawn,2025-06-05,2025-10-31,TC2,PHASE 1,Knox - Washington CEC 138 kV,ATSI,42.00,Hybrid
AG2-216,PJM,2021-03-09,Active,,,TC2,PHASE 2,East Sidney-Quincy 138 kV,Dayton,25.92,Solar
AG2-063,PJM,2020-12-16,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton 69 kV,ATSI,34.50,Solar
AG2-385,PJM,2021-03-29,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton 69 kV,ATSI,36.50,Solar
AG2-378,PJM,2021-03-29,Withdrawn,2025-11-14,2028-12-15,TC2,Decision Point 1,North Hampton - Medway 69 kV,ATSI,13.50,Solar
AH1-319,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,East Springfield-London 138 kV II,ATSI,54.00,Storage
AH1-699,PJM,2025-04-04,Active,,,TC2,PHASE 2,Wellsville 345 kV,ATSI,69.00,Thermal
AG2-564,PJM,2021-03-31,Withdrawn,2025-11-26,2028-01-30,TC2,Decision Point 1,Sulphur Springs 138 kV,AEP,32.90,Solar
AG2-149,PJM,2021-02-22,Withdrawn,2025-11-27,2028-12-31,TC2,Decision Point 1,Galion-South Berwick 345 kV,AEP,52.00,Solar
AH1-735,PJM,2025-04-09,Withdrawn,2026-01-13,2026-05-01,TC2,Decision Point 1,Richland 138 kV,ATSI,55.00,Thermal
AH1-770,PJM,,Withdrawn,2025-05-02,2028-12-31,TC2,RRI APPLICATION REVIEW,,AEP,12.88,Solar
AF2-209,PJM,2020-03-25,Withdrawn,2025-01-22,2023-06-02,TC1,DP2,South Hicksville-Sowers 138 kV,AEP,19.60,Solar
AG1-425,PJM,2020-09-30,Withdrawn,2024-06-21,2023-10-31,TC1,PHASE 1,Groton 138 kV,ATSI,20.00,Storage
AG2-498,PJM,2021-03-31,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Obetz 138 kV,AEP,50.00,Storage
AH1-318,PJM,2021-09-11,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Cole 345 kV,AEP,60.00,Storage
AG2-053,PJM,2020-12-02,Withdrawn,2025-07-02,2024-09-25,TC2,PHASE 1,Fulton 138 kV,ATSI,180.00,Solar
AG2-054,PJM,2020-12-02,Withdrawn,2025-07-02,2024-09-25,TC2,PHASE 1,Fulton 138 kV,ATSI,100.00,Storage
AG2-375,PJM,2021-03-29,Withdrawn,2025-07-03,2024-11-15,TC2,PHASE 1,Fostoria Central 345 kV,AEP,500.00,Storage
AH1-327,PJM,2021-09-10,Active,,,TC2,PHASE 2,Hardin Switch 345 kV,AEP,8.44,Solar
AH1-539,PJM,2021-09-10,Withdrawn,2025-12-02,2028-03-01,TC2,Decision Point 1,South Kenton 138 kV,AEP,25.88,Hybrid
AH1-767,PJM,,Withdrawn,2025-05-02,2028-08-31,TC2,RRI APPLICATION REVIEW,,AEP,140.00,Storage
AH1-724,PJM,,Withdrawn,2025-05-02,2030-05-01,TC2,RRI APPLICATION REVIEW,Nottingham 138 kV,AEP,650.00,Thermal
AH1-580,PJM,2021-09-10,Active,,,TC2,PHASE 2,Nottingham 138 kV,AEP,134.00,Solar
AG2-082,PJM,2021-01-22,Active,,,TC2,PHASE 2,Nottingham 138 kV,AEP,133.40,Solar
AG2-336,PJM,2021-03-25,Withdrawn,2025-07-01,2023-11-30,TC2,PHASE 1,Midway 138 kV,ATSI,48.00,Solar
AG2-337,PJM,2021-03-25,Withdrawn,2025-07-01,2023-11-30,TC2,PHASE 1,Midway 138 kV II,ATSI,12.00,Solar
AG1-319,PJM,2020-09-30,Withdrawn,2025-01-22,2022-11-01,TC1,PHASE 1,Napoleon Muni 138 kV,AMPT,39.00,Solar
AG1-456,PJM,2020-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 1,Wildcat 138 kV,AEP,30.00,Storage
AH1-537,PJM,2021-09-11,Active,,,TC2,PHASE 2,Pierce - Kyger Creek 345 kV,OVEC,17.85,Solar
AH1-766,PJM,,Withdrawn,2025-05-02,2029-05-31,TC2,RRI APPLICATION REVIEW,,AEP,205.00,Storage
AH1-094,PJM,2021-07-30,Withdrawn,2025-07-01,2025-06-01,TC2,PHASE 1,Wells - Shinrock 69 kV I,ATSI,29.94,Hybrid
AG2-109,PJM,2021-01-29,Active,,,TC2,PHASE 2,Fitchville-New London 69 kV,ATSI,28.10,Solar
AG2-548,PJM,2021-03-31,Active,,,TC2,PHASE 2,Corwin - Elk 138 kV,AEP,54.00,Hybrid
AH1-055,PJM,2021-07-14,Active,,,TC2,PHASE 2,Kyger Creek - Don Marquis 345 kV,OVEC,154.00,Solar
AG2-665,PJM,2021-03-31,Active,,,TC2,PHASE 2,Corwin - Elk 138 kV,AEP,54.00,Hybrid
AH1-059,PJM,2021-07-16,Active,,,TC2,PHASE 2,Sharp Road 69 kV,AEP,12.60,Solar
AH1-686,PJM,2025-04-03,Active,,,TC2,PHASE 2,Hanging Rock 765 kV,AEP,21.00,Thermal
AH1-325,PJM,2021-09-09,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Kirk 138 kV,AEP,50.00,Storage
AH1-328,PJM,2021-09-10,Active,,,TC2,PHASE 2,Blue Jacket - Kirby 138 kV,Dayton,21.30,Solar
AH1-320,PJM,2021-09-10,Withdrawn,2025-07-03,2025-12-31,TC2,PHASE 1,Blue Jacket - Kirby 138 kV,Dayton,69.00,Storage
AG1-323,PJM,2020-09-30,Withdrawn,2025-11-03,2023-09-01,TC1,PHASE 3,Blue Jacket 138 kV,Dayton,40.00,Hybrid
AF1-270,PJM,2019-09-30,Withdrawn,2024-06-21,2022-12-31,TC1,PHASE 2,Blue Jacket-Kirby 138 kV,Dayton,50.00,Solar
AG1-199,PJM,2020-09-18,Withdrawn,2024-06-21,2023-06-01,TC1,PHASE 1,Allen Junction 345 kV,ATSI,300.00,Storage
AG2-515,PJM,2021-03-31,Withdrawn,2025-11-28,2029-07-31,TC2,Decision Point 1,Midway 345 kV III,ATSI,60.00,Solar
AH1-690,PJM,2025-04-03,Withdrawn,2025-11-18,2031-03-01,TC2,Decision Point 1,Bay Shore - Lallendorf 345 kV,ATSI,1440.00,Thermal
AG2-104,PJM,2021-01-29,Active,,,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,126.85,Solar
AG2-106,PJM,2021-01-29,Active,,2029-09-30,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,150.00,Storage
AG2-107,PJM,2021-01-29,Active,,2029-09-30,TC2,PHASE 2,Marysville-Flatlick 765 kV,AEP,150.00,Storage
AG2-119,PJM,2021-01-29,Active,,,TC2,PHASE 2,Galion-Roberts South 138 kV II,ATSI,53.60,Solar
AH1-542,PJM,2021-09-10,Active,,,TC2,PHASE 2,Crissinger-Delaware Business Park 138kV,ATSI,22.00,Hybrid
AH1-572,PJM,2021-09-10,Withdrawn,2025-07-03,2024-12-01,TC2,PHASE 1,South Morral-Uncapher Switch 69 kV,AEP,19.30,Solar
AH1-573,PJM,2021-09-10,Withdrawn,2025-07-03,2024-12-01,TC2,PHASE 1,South Morral-Uncapher Switch 69 kV,AEP,12.90,Solar
AG2-595,PJM,2021-03-31,Withdrawn,2025-07-03,2024-06-01,TC2,PHASE 1,LaRue - North Waldo 138 kV,AEP,6.50,Solar
AH1-075,PJM,2021-07-29,Withdrawn,2025-11-26,2028-12-31,TC2,Decision Point 1,North Waldo - Wild Creek 138 kV,AEP,24.70,Solar
